Date,num_farmers_tweets,num_tweets,Likes,Retweets,percent
4/24/2018 0:00,0,7,410230,100174,0
4/25/2018 0:00,0,4,960603,265068,0
4/26/2018 0:00,0,3,258179,48273,0
4/27/2018 0:00,0,5,929579,234911,0
4/28/2018 0:00,0,5,795085,193636,0
4/29/2018 0:00,0,8,340415,67057,0
4/30/2018 0:00,0,7,985208,218185,0
5/1/2018 0:00,0,11,580549,124337,0
5/2/2018 0:00,0,4,723668,181091,0
5/3/2018 0:00,0,10,711041,153318,0
5/4/2018 0:00,0,9,928011,210353,0
5/5/2018 0:00,1,8,306866,61787,0.125
5/7/2018 0:00,0,7,956880,235065,0
5/8/2018 0:00,0,10,502823,152202,0
5/9/2018 0:00,0,3,913703,211747,0
5/10/2018 0:00,0,9,934211,227736,0
5/11/2018 0:00,0,11,503300,114460,0
5/12/2018 0:00,0,3,390742,94021,0
5/13/2018 0:00,0,7,442350,95119,0
5/14/2018 0:00,0,10,783166,159273,0
5/15/2018 0:00,0,4,605932,137950,0
5/16/2018 0:00,0,8,694138,144874,0
5/17/2018 0:00,0,18,957963,256495,0
5/18/2018 0:00,0,9,907490,230376,0
5/19/2018 0:00,0,14,368704,96289,0
5/20/2018 0:00,0,17,892848,252309,0
5/21/2018 0:00,0,24,916322,221262,0
5/22/2018 0:00,0,2,124729,24739,0
5/23/2018 0:00,0,9,1245471,310953,0
5/24/2018 0:00,0,4,691495,176719,0
5/25/2018 0:00,0,6,1087851,332541,0
5/26/2018 0:00,1,10,841120,208353,0.1
5/27/2018 0:00,1,11,651620,162189,0.090909091
5/28/2018 0:00,2,8,806556,192338,0.25
5/29/2018 0:00,1,5,692764,174446,0.2
5/30/2018 0:00,2,8,851072,206589,0.25
5/31/2018 0:00,2,7,914956,269891,0.285714286
6/1/2018 0:00,1,8,481035,112422,0.125
6/2/2018 0:00,0,5,838882,247676,0
6/3/2018 0:00,0,6,424990,106586,0
6/4/2018 0:00,1,13,885315,199847,0.076923077
6/5/2018 0:00,0,9,1274106,292033,0
6/6/2018 0:00,1,4,1166968,312249,0.25
6/7/2018 0:00,0,3,1449116,369059,0
6/8/2018 0:00,0,1,783085,191131,0
6/9/2018 0:00,0,4,1285046,307964,0
6/11/2018 0:00,0,9,1241803,289764,0
6/12/2018 0:00,0,3,1057391,269914,0
6/13/2018 0:00,0,4,1772029,384894,0
6/14/2018 0:00,0,7,661206,150622,0
6/15/2018 0:00,0,1,1146095,329649,0
6/16/2018 0:00,0,6,427032,150913,0
6/17/2018 0:00,0,8,721073,316014,0
6/18/2018 0:00,0,7,1248486,308875,0
6/19/2018 0:00,1,2,815091,204916,0.5
6/20/2018 0:00,0,3,1052187,310938,0
6/21/2018 0:00,0,4,1514842,355899,0
6/22/2018 0:00,0,4,1073419,363912,0
6/23/2018 0:00,0,4,1128447,452586,0
6/24/2018 0:00,0,6,559964,141530,0
6/25/2018 0:00,0,10,1508597,416250,0
6/26/2018 0:00,0,8,898738,204060,0
6/27/2018 0:00,1,6,1226414,260906,0.166666667
6/28/2018 0:00,0,6,1082287,241101,0
6/29/2018 0:00,1,11,218071,64260,0.090909091
6/30/2018 0:00,1,5,975730,288779,0.2
7/1/2018 0:00,0,5,310449,78287,0
7/2/2018 0:00,0,6,280050,93669,0
7/3/2018 0:00,0,8,1418567,345020,0
7/4/2018 0:00,2,6,514415,115888,0.333333333
7/5/2018 0:00,0,1,583909,125223,0
7/6/2018 0:00,1,4,677577,154701,0.25
7/7/2018 0:00,0,13,487293,155604,0
7/8/2018 0:00,0,6,723871,214921,0
7/9/2018 0:00,0,10,632597,141360,0
7/10/2018 0:00,0,8,1182100,447148,0
7/11/2018 0:00,0,6,1022156,389584,0
7/12/2018 0:00,0,10,623913,159704,0
7/13/2018 0:00,0,10,248006,60812,0
7/14/2018 0:00,0,10,894737,256650,0
7/15/2018 0:00,0,8,502021,240429,0
7/16/2018 0:00,0,13,952125,238723,0
7/17/2018 0:00,0,3,460260,102592,0
7/18/2018 0:00,0,13,1215656,316297,0
7/19/2018 0:00,0,8,1047608,266619,0
7/20/2018 0:00,0,3,657837,276450,0
7/21/2018 0:00,0,7,542135,136708,0
7/22/2018 0:00,0,4,759034,196380,0
7/23/2018 0:00,0,2,1131195,304863,0
7/24/2018 0:00,0,3,1035950,255911,0
7/25/2018 0:00,0,4,1214308,287847,0
7/26/2018 0:00,0,9,920003,227920,0
7/27/2018 0:00,0,4,1237571,293091,0
7/28/2018 0:00,0,5,259770,68750,0
7/29/2018 0:00,0,7,1237837,401869,0
7/30/2018 0:00,0,5,710938,201104,0
7/31/2018 0:00,0,7,1236060,321161,0
8/1/2018 0:00,0,4,880210,240616,0
8/2/2018 0:00,1,4,1044022,252978,0.25
8/3/2018 0:00,0,6,635115,158566,0
8/4/2018 0:00,0,3,1042484,373145,0
8/5/2018 0:00,0,1,987660,267462,0
8/6/2018 0:00,0,1,636513,193130,0
8/7/2018 0:00,0,4,296576,89275,0
8/8/2018 0:00,0,3,1084380,235957,0
8/9/2018 0:00,0,7,550573,145239,0
8/10/2018 0:00,0,4,1051810,250817,0
8/11/2018 0:00,0,5,836080,209010,0
8/12/2018 0:00,0,6,478210,121375,0
8/13/2018 0:00,0,4,930627,266765,0
8/14/2018 0:00,0,9,1339002,327782,0
8/15/2018 0:00,0,8,975654,252548,0
8/16/2018 0:00,0,6,1530226,396156,0
8/17/2018 0:00,0,12,1368823,339040,0
8/18/2018 0:00,0,5,1264193,322494,0
8/19/2018 0:00,0,17,554043,141275,0
8/20/2018 0:00,0,4,888323,234172,0
8/21/2018 0:00,0,11,1005747,241703,0
8/22/2018 0:00,0,6,997856,238969,0
8/23/2018 0:00,0,14,998574,272997,0
8/24/2018 0:00,0,8,1047374,286056,0
8/25/2018 0:00,0,10,1176817,288615,0
8/26/2018 0:00,0,5,517759,268131,0
8/27/2018 0:00,4,8,882557,219225,0.5
8/28/2018 0:00,0,5,754857,201342,0
8/29/2018 0:00,0,7,2315191,609830,0
8/30/2018 0:00,0,6,1443981,370057,0
8/31/2018 0:00,0,10,385222,94609,0
9/1/2018 0:00,0,4,1336074,324735,0
9/2/2018 0:00,0,13,599569,247994,0
9/3/2018 0:00,0,3,842187,251839,0
9/4/2018 0:00,0,9,807547,210221,0
9/5/2018 0:00,0,6,1265973,319878,0
9/6/2018 0:00,0,8,812107,203138,0
9/7/2018 0:00,0,11,822622,191322,0
9/8/2018 0:00,0,2,420982,190177,0
9/9/2018 0:00,0,3,1213490,349101,0
9/10/2018 0:00,0,5,1268059,437338,0
9/11/2018 0:00,0,4,725257,192263,0
9/12/2018 0:00,0,6,872572,212875,0
9/13/2018 0:00,0,11,736077,311027,0
9/14/2018 0:00,0,5,455580,240196,0
9/15/2018 0:00,0,6,936083,237143,0
9/16/2018 0:00,0,5,504520,142420,0
9/17/2018 0:00,0,13,827361,278562,0
9/18/2018 0:00,0,2,818476,194386,0
9/19/2018 0:00,0,8,754700,177338,0
9/20/2018 0:00,0,4,912797,222425,0
9/21/2018 0:00,0,7,1002503,342329,0
9/22/2018 0:00,0,5,450458,151556,0
9/23/2018 0:00,0,5,284866,52342,0
9/24/2018 0:00,0,1,386426,103498,0
9/25/2018 0:00,0,4,995680,239926,0
9/26/2018 0:00,0,14,830938,270469,0
9/27/2018 0:00,0,8,320104,84180,0
9/28/2018 0:00,0,0,0,0,0
9/29/2018 0:00,0,9,394694,100358,0
9/30/2018 0:00,0,5,805592,195973,0
10/1/2018 0:00,0,2,383284,80092,0
10/2/2018 0:00,0,4,825684,196852,0
10/3/2018 0:00,0,14,987521,234650,0
10/4/2018 0:00,0,4,1074546,265971,0
10/5/2018 0:00,0,9,691680,249536,0
10/6/2018 0:00,0,15,771438,191242,0
10/7/2018 0:00,0,20,457642,138369,0
10/8/2018 0:00,0,15,469660,109432,0
10/9/2018 0:00,0,4,632499,223025,0
10/10/2018 0:00,0,3,505157,186815,0
10/11/2018 0:00,0,5,438663,129262,0
10/12/2018 0:00,0,10,763244,178029,0
10/13/2018 0:00,0,8,702935,174336,0
10/14/2018 0:00,0,13,670079,161165,0
10/15/2018 0:00,0,2,575839,150233,0
10/16/2018 0:00,0,4,1389706,370917,0
10/17/2018 0:00,1,4,1447150,378627,0.25
10/18/2018 0:00,0,4,979730,265375,0
10/19/2018 0:00,0,7,849253,230017,0
10/20/2018 0:00,0,7,810954,207863,0
10/21/2018 0:00,0,15,735974,191555,0
10/22/2018 0:00,0,8,1077219,289252,0
10/23/2018 0:00,0,4,1004264,293712,0
10/24/2018 0:00,0,8,671288,170091,0
10/25/2018 0:00,0,4,1338992,349457,0
10/26/2018 0:00,0,9,1024923,270759,0
10/27/2018 0:00,0,6,857004,257216,0
10/28/2018 0:00,0,12,395572,97803,0
10/29/2018 0:00,0,11,1031899,280985,0
10/30/2018 0:00,0,7,1178361,347748,0
10/31/2018 0:00,0,6,1158226,327278,0
11/1/2018 0:00,0,5,614415,214924,0
11/2/2018 0:00,1,20,769684,209588,0.05
11/3/2018 0:00,0,14,1220096,341012,0
11/4/2018 0:00,0,15,567261,582657,0
11/5/2018 0:00,0,15,1066662,316271,0
11/6/2018 0:00,0,4,778586,538403,0
11/7/2018 0:00,0,6,1618307,351579,0
11/8/2018 0:00,0,11,221446,44593,0
11/9/2018 0:00,0,15,1397183,399263,0
11/10/2018 0:00,0,11,922287,202853,0
11/11/2018 0:00,0,13,390722,116901,0
11/12/2018 0:00,0,8,845822,197924,0
11/13/2018 0:00,0,4,1338006,339752,0
11/14/2018 0:00,0,5,399784,86865,0
11/15/2018 0:00,0,12,831450,211001,0
11/16/2018 0:00,0,11,218534,52489,0
11/17/2018 0:00,0,7,845793,193624,0
11/18/2018 0:00,0,17,645130,170290,0
11/19/2018 0:00,0,9,538970,186448,0
11/20/2018 0:00,0,9,91128,51432,0
11/21/2018 0:00,0,2,1151090,359020,0
11/22/2018 0:00,0,14,1125507,247111,0
11/23/2018 0:00,0,13,366600,136673,0
11/24/2018 0:00,0,13,311568,80413,0
11/25/2018 0:00,0,15,806402,200017,0
11/26/2018 0:00,0,11,946585,242453,0
11/27/2018 0:00,0,3,705905,209935,0
11/28/2018 0:00,0,11,791943,364419,0
11/29/2018 0:00,0,12,1068899,254400,0
11/30/2018 0:00,0,3,960942,212773,0
12/1/2018 0:00,0,10,636669,155038,0
12/2/2018 0:00,0,13,75249,17277,0
12/3/2018 0:00,0,4,1111706,251432,0
12/4/2018 0:00,0,2,821881,219384,0
12/5/2018 0:00,0,8,1066230,219360,0
12/6/2018 0:00,0,32,412257,86046,0
12/7/2018 0:00,0,12,1943221,478044,0
12/8/2018 0:00,0,8,1161177,274966,0
12/9/2018 0:00,0,12,395263,101444,0
12/10/2018 0:00,0,21,293274,65521,0
12/11/2018 0:00,0,9,1165368,266889,0
12/12/2018 0:00,0,11,434574,111102,0
12/13/2018 0:00,0,13,972930,229696,0
12/14/2018 0:00,0,11,471026,98850,0
12/15/2018 0:00,0,9,834852,197919,0
12/16/2018 0:00,0,26,922105,237873,0
12/17/2018 0:00,0,9,612226,152325,0
12/18/2018 0:00,0,5,673413,215451,0
12/19/2018 0:00,0,15,1067053,246102,0
12/20/2018 0:00,0,3,1344943,367118,0
12/21/2018 0:00,0,14,1844807,418929,0
12/22/2018 0:00,0,13,1038935,237295,0
12/23/2018 0:00,0,3,1127454,249890,0
12/24/2018 0:00,0,5,1991953,452009,0
12/25/2018 0:00,0,2,758169,160544,0
12/26/2018 0:00,0,11,222873,50441,0
12/27/2018 0:00,0,3,1311070,307917,0
12/28/2018 0:00,0,8,646679,146280,0
12/29/2018 0:00,0,12,885435,209668,0
12/30/2018 0:00,0,8,755830,195174,0
12/31/2018 0:00,0,6,1083172,254216,0
1/1/2019 0:00,0,1,2166520,534028,0
1/2/2019 0:00,0,13,431747,97455,0
1/3/2019 0:00,0,4,1091820,261031,0
1/4/2019 0:00,0,7,1038932,216600,0
1/5/2019 0:00,0,5,1247133,275254,0
1/6/2019 0:00,0,5,1333009,401477,0
1/7/2019 0:00,0,6,781248,178382,0
1/8/2019 0:00,0,4,637552,119795,0
1/9/2019 0:00,0,11,1062816,224467,0
1/10/2019 0:00,0,12,1280328,467066,0
1/11/2019 0:00,0,14,1410955,362647,0
1/12/2019 0:00,0,15,1433837,341227,0
1/13/2019 0:00,0,10,1079429,238796,0
1/14/2019 0:00,0,8,1635184,479104,0
1/15/2019 0:00,0,3,1101738,419026,0
1/16/2019 0:00,0,1,367017,90356,0
1/17/2019 0:00,0,10,342395,94747,0
1/18/2019 0:00,0,8,1494137,429256,0
1/19/2019 0:00,0,12,1394994,570290,0
1/20/2019 0:00,0,15,1285618,454747,0
1/21/2019 0:00,0,10,1742947,513656,0
1/22/2019 0:00,0,9,1411325,378126,0
1/23/2019 0:00,0,4,1132733,303828,0
1/24/2019 0:00,0,9,1135337,242339,0
1/25/2019 0:00,0,8,492982,110396,0
1/26/2019 0:00,0,9,1405159,328899,0
1/27/2019 0:00,0,11,1038457,341663,0
1/28/2019 0:00,0,8,949530,202698,0
1/29/2019 0:00,0,16,505870,118722,0
1/30/2019 0:00,0,2,1151543,268510,0
1/31/2019 0:00,0,9,1657087,381701,0
2/1/2019 0:00,0,16,1192736,284822,0
2/2/2019 0:00,0,10,137310,23415,0
2/3/2019 0:00,0,4,645208,133758,0
2/4/2019 0:00,0,3,114463,20332,0
2/5/2019 0:00,0,4,468150,95131,0
2/6/2019 0:00,0,1,328922,122365,0
2/7/2019 0:00,0,14,688501,154479,0
2/8/2019 0:00,0,9,1170520,243548,0
2/9/2019 0:00,0,10,1091702,351801,0
2/10/2019 0:00,0,12,1263979,325298,0
2/11/2019 0:00,0,19,1018209,220191,0
2/12/2019 0:00,0,9,576731,193301,0
2/13/2019 0:00,0,5,531571,206644,0
2/14/2019 0:00,0,14,859668,219532,0
2/15/2019 0:00,0,7,495453,157326,0
2/16/2019 0:00,0,3,229131,64945,0
2/17/2019 0:00,0,5,1627262,529693,0
2/18/2019 0:00,0,5,1114586,297010,0
2/19/2019 0:00,0,3,1332088,335536,0
2/20/2019 0:00,0,8,1250203,298235,0
2/21/2019 0:00,0,8,726961,160786,0
2/22/2019 0:00,0,11,640384,214975,0
2/23/2019 0:00,0,4,505674,165582,0
2/24/2019 0:00,0,14,1510108,414405,0
2/25/2019 0:00,0,7,1537293,388106,0
2/26/2019 0:00,0,11,689229,166922,0
2/27/2019 0:00,0,11,1041653,422062,0
2/28/2019 0:00,0,5,140762,39049,0
3/1/2019 0:00,0,7,1395372,294891,0
3/2/2019 0:00,0,4,223482,154904,0
3/3/2019 0:00,0,5,924013,189947,0
3/4/2019 0:00,0,6,944769,285877,0
3/5/2019 0:00,0,10,1561516,384226,0
3/6/2019 0:00,0,4,560001,250631,0
3/7/2019 0:00,0,11,602103,140791,0
3/8/2019 0:00,0,7,1318350,430323,0
3/9/2019 0:00,0,13,638282,260768,0
3/10/2019 0:00,0,9,557834,201855,0
3/11/2019 0:00,0,14,413362,215267,0
3/12/2019 0:00,0,9,502430,143863,0
3/13/2019 0:00,0,2,1595711,602692,0
3/14/2019 0:00,0,6,1189532,296190,0
3/15/2019 0:00,0,7,1265734,281707,0
3/16/2019 0:00,0,13,836921,397947,0
3/17/2019 0:00,0,9,1303689,505068,0
3/18/2019 0:00,0,6,1407758,317716,0
3/19/2019 0:00,0,13,1068797,287660,0
3/20/2019 0:00,0,7,1062245,274844,0
3/21/2019 0:00,0,3,754416,182112,0
3/22/2019 0:00,0,7,934013,279155,0
3/24/2019 0:00,0,7,1216359,237175,0
3/25/2019 0:00,0,4,624113,375180,0
3/26/2019 0:00,0,10,930665,302391,0
3/27/2019 0:00,0,8,860539,221834,0
3/28/2019 0:00,0,4,1421782,342438,0
3/29/2019 0:00,0,2,1518166,345564,0
3/30/2019 0:00,0,7,568919,130516,0
3/31/2019 0:00,0,5,376843,90370,0
4/1/2019 0:00,0,10,661237,234388,0
4/2/2019 0:00,0,8,1407300,350290,0
4/3/2019 0:00,0,3,395244,94021,0
4/4/2019 0:00,0,4,1144266,288073,0
4/5/2019 0:00,0,10,1209471,319405,0
4/6/2019 0:00,0,5,1249434,353770,0
4/7/2019 0:00,0,9,449977,129313,0
4/8/2019 0:00,0,5,648403,195005,0
4/9/2019 0:00,0,6,1060193,313465,0
4/10/2019 0:00,0,12,852449,241846,0
4/11/2019 0:00,0,7,837141,226769,0
4/12/2019 0:00,0,4,1074439,328850,0
4/13/2019 0:00,0,4,1096854,368990,0
4/14/2019 0:00,0,2,976799,214833,0
4/15/2019 0:00,0,4,2199751,503578,0
4/16/2019 0:00,0,2,512323,119972,0
4/17/2019 0:00,0,3,846574,236704,0
4/18/2019 0:00,0,2,1543400,498404,0
4/19/2019 0:00,0,3,1126406,334858,0
4/20/2019 0:00,0,4,868002,299324,0
4/21/2019 0:00,0,1,1454388,342711,0
4/22/2019 0:00,0,6,1246837,611876,0
4/23/2019 0:00,0,1,1612772,408733,0
4/24/2019 0:00,0,1,1525654,376831,0
4/25/2019 0:00,0,4,774596,379694,0
4/26/2019 0:00,0,9,943591,248220,0
4/27/2019 0:00,0,6,652869,137243,0
4/28/2019 0:00,0,11,641785,159091,0
4/29/2019 0:00,0,2,907127,221604,0
4/30/2019 0:00,0,10,1050007,269172,0
5/1/2019 0:00,0,6,780887,346803,0
5/2/2019 0:00,0,1,722523,367596,0
5/3/2019 0:00,0,10,1530270,443235,0
5/4/2019 0:00,0,10,786608,449070,0
5/5/2019 0:00,0,4,886324,410073,0
5/6/2019 0:00,0,4,1659920,384870,0
5/7/2019 0:00,0,2,230450,57848,0
5/8/2019 0:00,0,5,2022684,671179,0
5/9/2019 0:00,0,5,458716,113609,0
5/10/2019 0:00,0,4,1560570,457593,0
5/11/2019 0:00,0,12,619026,886917,0
5/12/2019 0:00,0,9,1335099,499008,0
5/13/2019 0:00,2,5,2182440,539451,0.4
5/14/2019 0:00,0,7,1600499,339935,0
5/15/2019 0:00,0,7,581831,180496,0
5/16/2019 0:00,0,10,390809,176828,0
5/17/2019 0:00,0,5,1529639,361834,0
5/18/2019 0:00,0,4,341065,279100,0
5/19/2019 0:00,0,4,1528065,369592,0
5/20/2019 0:00,0,7,1200717,287274,0
5/21/2019 0:00,0,8,984382,256125,0
5/22/2019 0:00,0,5,1741632,538587,0
5/23/2019 0:00,0,3,1216688,292582,0
5/24/2019 0:00,0,4,1889652,530959,0
5/25/2019 0:00,0,6,809161,362364,0
5/26/2019 0:00,0,5,1050249,341398,0
5/27/2019 0:00,0,3,1114605,315334,0
5/28/2019 0:00,0,2,641080,153613,0
5/29/2019 0:00,0,5,720464,228814,0
5/30/2019 0:00,0,1,1635155,410605,0
5/31/2019 0:00,0,2,1146950,326267,0
6/1/2019 0:00,0,1,685178,246509,0
6/2/2019 0:00,0,4,1063847,325637,0
6/3/2019 0:00,0,8,1435960,401763,0
6/4/2019 0:00,0,3,376976,105474,0
6/5/2019 0:00,0,8,1197644,298642,0
6/6/2019 0:00,0,8,837358,193206,0
6/7/2019 0:00,0,9,1157766,258012,0
6/8/2019 0:00,0,4,1294799,281363,0
6/9/2019 0:00,0,10,1229506,530881,0
6/10/2019 0:00,0,1,834179,346730,0
6/11/2019 0:00,0,1,1227915,278970,0
6/12/2019 0:00,0,4,687366,184272,0
6/13/2019 0:00,0,4,2016259,491137,0
6/14/2019 0:00,0,7,687983,190886,0
6/15/2019 0:00,0,1,835181,408136,0
6/16/2019 0:00,2,5,1834947,416220,0.4
6/17/2019 0:00,0,7,535996,137635,0
6/18/2019 0:00,0,1,1235948,271757,0
6/19/2019 0:00,0,2,1313334,303520,0
6/20/2019 0:00,0,9,623116,138203,0
6/21/2019 0:00,0,7,968854,231643,0
6/22/2019 0:00,0,7,1336799,354178,0
6/23/2019 0:00,0,2,376033,74635,0
6/24/2019 0:00,0,5,629970,248659,0
6/25/2019 0:00,0,1,734892,191398,0
6/26/2019 0:00,0,1,1676849,511507,0
6/27/2019 0:00,0,3,1520002,353766,0
6/28/2019 0:00,0,4,973450,210153,0
6/29/2019 0:00,0,6,595481,117680,0
6/30/2019 0:00,0,8,459227,107207,0
7/1/2019 0:00,0,4,1472199,308622,0
7/2/2019 0:00,0,3,1227351,266033,0
7/3/2019 0:00,0,7,2035444,440356,0
7/4/2019 0:00,0,13,1304959,281714,0
7/5/2019 0:00,0,1,976229,549970,0
7/6/2019 0:00,0,3,843164,291407,0
7/7/2019 0:00,0,1,1081013,251199,0
7/8/2019 0:00,0,2,764779,192390,0
7/9/2019 0:00,0,4,957301,224705,0
7/10/2019 0:00,0,7,1466890,405080,0
7/11/2019 0:00,0,6,1830978,427671,0
7/12/2019 0:00,0,1,1283206,536070,0
7/13/2019 0:00,0,2,843242,477140,0
7/14/2019 0:00,0,3,1120896,366575,0
7/15/2019 0:00,0,4,2748667,595268,0
7/16/2019 0:00,0,1,1625850,370937,0
7/17/2019 0:00,0,4,1808138,411179,0
7/18/2019 0:00,0,8,1168931,265628,0
7/19/2019 0:00,0,6,1894104,634295,0
7/20/2019 0:00,0,11,810322,649060,0
7/21/2019 0:00,0,6,1135254,240063,0
7/22/2019 0:00,0,3,1814464,408482,0
7/23/2019 0:00,0,9,1782185,360640,0
7/24/2019 0:00,0,9,2164219,671643,0
7/25/2019 0:00,0,3,2084859,553112,0
7/26/2019 0:00,0,8,1330286,327779,0
7/27/2019 0:00,0,11,1396831,344232,0
7/28/2019 0:00,0,5,2116912,546895,0
7/29/2019 0:00,0,6,1775631,431737,0
7/30/2019 0:00,0,6,1970417,526604,0
7/31/2019 0:00,1,9,1390228,327726,0.111111111
8/1/2019 0:00,0,7,1257241,287739,0
8/2/2019 0:00,0,8,1878641,468876,0
8/3/2019 0:00,0,4,605102,219034,0
8/4/2019 0:00,0,3,1117848,188811,0
8/5/2019 0:00,0,7,1233091,300982,0
8/6/2019 0:00,0,7,1374232,352882,0
8/7/2019 0:00,0,5,1812481,426739,0
8/8/2019 0:00,0,7,1579348,323652,0
8/9/2019 0:00,0,11,516228,190829,0
8/10/2019 0:00,0,8,1231472,366073,0
8/11/2019 0:00,0,4,508081,98086,0
8/12/2019 0:00,0,1,387089,260823,0
8/13/2019 0:00,0,4,1340829,571945,0
8/14/2019 0:00,0,3,1426213,424714,0
8/15/2019 0:00,0,13,1337285,557648,0
8/16/2019 0:00,0,8,1434156,420834,0
8/17/2019 0:00,0,8,628394,430935,0
8/18/2019 0:00,0,13,1172000,279437,0
8/19/2019 0:00,0,3,1039573,406670,0
8/20/2019 0:00,0,8,1478481,604235,0
8/21/2019 0:00,0,3,1446233,351917,0
8/22/2019 0:00,0,8,661947,162642,0
8/23/2019 0:00,1,6,1832392,599834,0.166666667
8/24/2019 0:00,0,7,1581072,457185,0
8/25/2019 0:00,0,4,1384852,514859,0
8/26/2019 0:00,0,8,882478,214527,0
8/27/2019 0:00,0,6,1277115,296101,0
8/28/2019 0:00,0,8,1316941,299829,0
8/29/2019 0:00,0,12,973679,266015,0
8/30/2019 0:00,0,6,1080255,297770,0
8/31/2019 0:00,0,10,1260173,421280,0
9/1/2019 0:00,0,10,757192,374619,0
9/2/2019 0:00,0,7,1162882,340161,0
9/3/2019 0:00,0,6,954113,239660,0
9/4/2019 0:00,0,3,1025304,288239,0
9/5/2019 0:00,0,3,1161053,315354,0
9/6/2019 0:00,0,1,1300492,314652,0
9/7/2019 0:00,0,5,1197273,400062,0
9/8/2019 0:00,0,3,481297,146213,0
9/9/2019 0:00,0,3,1563471,408538,0
9/10/2019 0:00,0,3,707717,280982,0
9/11/2019 0:00,0,4,1607543,446136,0
9/12/2019 0:00,0,6,963644,339280,0
9/13/2019 0:00,0,5,707282,264274,0
9/14/2019 0:00,0,3,1124990,334961,0
9/15/2019 0:00,0,6,1106380,294387,0
9/16/2019 0:00,0,2,1544266,401890,0
9/17/2019 0:00,0,3,609263,174773,0
9/18/2019 0:00,0,6,1063264,480664,0
9/19/2019 0:00,0,4,668040,145252,0
9/20/2019 0:00,0,5,637862,219799,0
9/21/2019 0:00,0,3,985340,300163,0
9/22/2019 0:00,0,8,1286571,355665,0
9/23/2019 0:00,0,7,888346,236541,0
9/24/2019 0:00,0,4,1616262,435188,0
9/25/2019 0:00,0,9,1497030,580079,0
9/26/2019 0:00,0,3,1323001,743285,0
9/27/2019 0:00,0,5,1739945,503101,0
9/28/2019 0:00,0,4,1451009,510644,0
9/29/2019 0:00,0,5,1154544,758779,0
9/30/2019 0:00,0,3,2488981,763542,0
10/1/2019 0:00,1,11,1564561,626325,0.090909091
10/2/2019 0:00,0,6,2082907,609651,0
10/3/2019 0:00,0,1,1633009,703766,0
10/4/2019 0:00,0,4,2288166,700715,0
10/5/2019 0:00,0,11,2101600,831665,0
10/6/2019 0:00,0,12,1907629,711527,0
10/7/2019 0:00,0,3,1436079,420669,0
10/8/2019 0:00,0,12,1405225,710582,0
10/9/2019 0:00,0,1,2170894,706862,0
10/10/2019 0:00,0,3,1440030,401252,0
10/11/2019 0:00,0,1,1074720,464914,0
10/12/2019 0:00,0,10,1322401,412816,0
10/13/2019 0:00,0,1,1503814,420736,0
10/14/2019 0:00,0,5,2118226,588675,0
10/15/2019 0:00,0,4,1082915,297323,0
10/16/2019 0:00,0,4,1793037,566807,0
10/17/2019 0:00,0,1,1778411,789785,0
10/18/2019 0:00,0,5,1328757,372697,0
10/19/2019 0:00,0,2,1264886,688081,0
10/20/2019 0:00,0,8,1302103,393789,0
10/21/2019 0:00,0,1,650420,252047,0
10/22/2019 0:00,0,5,1031805,506389,0
10/23/2019 0:00,0,1,1322365,613610,0
10/24/2019 0:00,0,3,569953,219769,0
10/25/2019 0:00,0,17,1336572,540094,0
10/26/2019 0:00,0,13,1775446,643167,0
10/27/2019 0:00,0,10,858688,229691,0
10/28/2019 0:00,0,9,1043364,416736,0
10/29/2019 0:00,0,13,1515647,649510,0
10/30/2019 0:00,0,10,1573147,624066,0
10/31/2019 0:00,0,14,1267606,583610,0
11/1/2019 0:00,0,14,1943978,575532,0
